# GPS drift 10-minute recording
# start_unix=1778546994
host_elapsed_s,status,samples,lat,lon,sat,hdop,drift_m,east_m,north_m,avg_m,rms_m,max_m,fix_age_ms,raw
85.847,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,411737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=411737"
86.845,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,412737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=412737"
87.849,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,413737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=413737"
88.843,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,414737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=414737"
89.843,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,415737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=415737"
90.847,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,416737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=416737"
91.846,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,417737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=417737"
92.852,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,418737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=418737"
93.852,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,419737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=419737"
94.848,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,420737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=420737"
95.843,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,421737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=421737"
96.841,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,422737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=422737"
97.844,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,423737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=423737"
98.852,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,424737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=424737"
99.849,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,425737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=425737"
100.847,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,426737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=426737"
101.842,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,427737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=427737"
102.844,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,428737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=428737"
103.844,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,429737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=429737"
104.843,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,430737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=430737"
105.852,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,431737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=431737"
106.850,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,432737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=432737"
107.851,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,433737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=433737"
108.849,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,434737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=434737"
109.843,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,435737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=435737"
110.843,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,436737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=436737"
111.851,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,437737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=437737"
112.843,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,438737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=438737"
113.849,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,439737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=439737"
114.853,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,440737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=440737"
115.847,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,441737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=441737"
116.841,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,442737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=442737"
117.843,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,443737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=443737"
118.851,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,444737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=444737"
119.841,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,445737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=445737"
120.851,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,446737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=446737"
121.843,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,447737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=447737"
122.843,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,448737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=448737"
123.844,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,449737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=449737"
124.851,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,450737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=450737"
125.851,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,451737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=451737"
126.849,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,452737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=452737"
127.852,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,453737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=453737"
128.842,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,454737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=454737"
129.842,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,455737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=455737"
130.842,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,456737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=456737"
131.847,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,457737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=457737"
132.853,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,458737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=458737"
133.846,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,459737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=459737"
134.843,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,460737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=460737"
135.846,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,461737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=461737"
136.843,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,462737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=462737"
137.847,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,463737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=463737"
138.843,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,464737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=464737"
139.847,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,465737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=465737"
140.842,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,466737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=466737"
141.847,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,467737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=467737"
142.841,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,468737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=468737"
143.851,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,469737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=469737"
144.852,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,470737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=470737"
145.845,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,471737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=471737"
146.843,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,472737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=472737"
# stop_unix=1778547142 reason=user stopped
