# GPS drift 10-minute recording
# start_unix=1778552787
host_elapsed_s,status,samples,lat,lon,sat,hdop,drift_m,east_m,north_m,avg_m,rms_m,max_m,fix_age_ms,raw
85.321,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,105948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=105948"
86.322,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,106948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=106948"
87.325,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,107948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=107948"
88.324,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,108948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=108948"
89.317,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,109948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=109948"
90.317,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,110948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=110948"
91.326,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,111948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=111948"
92.317,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,112948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=112948"
93.321,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,113948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=113948"
94.314,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,114948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=114948"
95.324,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,115948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=115948"
96.325,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,116948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=116948"
97.320,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,117948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=117948"
98.318,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,118948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=118948"
99.325,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,119948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=119948"
100.326,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,120948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=120948"
101.318,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,121948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=121948"
102.322,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,122948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=122948"
103.318,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,123948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=123948"
104.323,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,124948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=124948"
105.326,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,125948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=125948"
106.321,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,126948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=126948"
107.323,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,127948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=127948"
108.323,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,128948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=128948"
109.326,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,129948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=129948"
110.319,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,130948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=130948"
111.322,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,131948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=131948"
112.320,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,132948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=132948"
113.317,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,133948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=133948"
114.324,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,134948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=134948"
115.315,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,135948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=135948"
116.323,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,136948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=136948"
117.326,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,137948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=137948"
118.318,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,138948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=138948"
119.326,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,139948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=139948"
120.315,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,140948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=140948"
121.324,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,141948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=141948"
122.323,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,142948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=142948"
123.315,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,143948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=143948"
124.318,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,144948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=144948"
125.315,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,145948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=145948"
126.321,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,146948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=146948"
127.318,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,147948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=147948"
128.322,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,148948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=148948"
129.318,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,149948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=149948"
130.322,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,150948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=150948"
131.314,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,151948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=151948"
132.324,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,152948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=152948"
133.315,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,153948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=153948"
134.315,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,154948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=154948"
135.317,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,155948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=155948"
136.314,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,156948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=156948"
137.323,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,157948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=157948"
138.313,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,158948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=158948"
139.313,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,159948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=159948"
140.317,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,160948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=160948"
141.315,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,161948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=161948"
142.324,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,162948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=162948"
143.341,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,163948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=163948"
144.316,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,164948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=164948"
145.317,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,165948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=165948"
146.328,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,166948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=166948"
147.318,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,167948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=167948"
148.361,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,168948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=168948"
149.314,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,169948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=169948"
150.318,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,170948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=170948"
151.323,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,171948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=171948"
152.317,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,172948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=172948"
153.321,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,173948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=173948"
154.317,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,174948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=174948"
155.317,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,175948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=175948"
156.319,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,176948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=176948"
157.313,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,177948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=177948"
158.317,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,178948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=178948"
159.321,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,179948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=179948"
160.313,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,180948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=180948"
161.324,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,181948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=181948"
162.322,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,182948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=182948"
163.312,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,183948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=183948"
164.317,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,184948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=184948"
165.321,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,185948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=185948"
166.315,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,186948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=186948"
167.318,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,187948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=187948"
168.314,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,188948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=188948"
169.318,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,189948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=189948"
170.322,TRACK,50,22.78623950,120.27032017,12,0.85,0.600,-0.060,0.600,0.420,0.420,0.600,190948,"status=TRACK samples=50 drift=0.60m east=-0.06m north=0.60m avg=0.42m rms=0.42m max=0.60m lat=22.78623950 lon=120.27032017 sat=12 hdop=0.85 gps_baud=38400 fix_age_ms=190948"
