# GPS drift 5-minute recording
# start_unix=1778582036
host_elapsed_s,status,samples,lat,lon,alt_m,sat,hdop,drift_m,east_m,north_m,avg_m,rms_m,max_m,fix_age_ms,raw
13.660,TRACK,481,22.786194167,120.269680167,35.70,12,0.64,1.369,1.264,0.525,2.168,2.585,4.726,33,"status=TRACK samples=481 drift=1.369m east=1.264m north=0.525m avg=2.168m rms=2.585m max=4.726m lat=22.786194167 lon=120.269680167 sat=12 hdop=0.64 alt=35.70m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=33"
13.768,TRACK,483,22.786194000,120.269680167,35.70,12,0.64,1.362,1.264,0.507,2.164,2.581,4.726,40,"status=TRACK samples=483 drift=1.362m east=1.264m north=0.507m avg=2.164m rms=2.581m max=4.726m lat=22.786194000 lon=120.269680167 sat=12 hdop=0.64 alt=35.70m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=40"
13.860,TRACK,485,22.786194167,120.269680167,35.60,12,0.64,1.369,1.264,0.525,2.161,2.577,4.726,35,"status=TRACK samples=485 drift=1.369m east=1.264m north=0.525m avg=2.161m rms=2.577m max=4.726m lat=22.786194167 lon=120.269680167 sat=12 hdop=0.64 alt=35.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=35"
13.960,TRACK,487,22.786194000,120.269680000,35.60,12,0.64,1.346,1.247,0.507,2.158,2.573,4.726,34,"status=TRACK samples=487 drift=1.346m east=1.247m north=0.507m avg=2.158m rms=2.573m max=4.726m lat=22.786194000 lon=120.269680000 sat=12 hdop=0.64 alt=35.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=34"
14.068,TRACK,489,22.786194000,120.269680000,35.60,12,0.64,1.346,1.247,0.507,2.154,2.569,4.726,41,"status=TRACK samples=489 drift=1.346m east=1.247m north=0.507m avg=2.154m rms=2.569m max=4.726m lat=22.786194000 lon=120.269680000 sat=12 hdop=0.64 alt=35.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=41"
14.164,TRACK,491,22.786194000,120.269680000,35.60,12,0.64,1.346,1.247,0.507,2.151,2.566,4.726,49,"status=TRACK samples=491 drift=1.346m east=1.247m north=0.507m avg=2.151m rms=2.566m max=4.726m lat=22.786194000 lon=120.269680000 sat=12 hdop=0.64 alt=35.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=49"
14.264,TRACK,493,22.786194000,120.269680000,35.60,12,0.64,1.346,1.247,0.507,2.148,2.562,4.726,56,"status=TRACK samples=493 drift=1.346m east=1.247m north=0.507m avg=2.148m rms=2.562m max=4.726m lat=22.786194000 lon=120.269680000 sat=12 hdop=0.64 alt=35.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=56"
14.361,TRACK,494,22.786194000,120.269680000,35.60,12,0.64,1.346,1.247,0.507,2.146,2.560,4.726,71,"status=TRACK samples=494 drift=1.346m east=1.247m north=0.507m avg=2.146m rms=2.560m max=4.726m lat=22.786194000 lon=120.269680000 sat=12 hdop=0.64 alt=35.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=71"
14.470,TRACK,495,22.786194000,120.269680000,35.60,12,0.64,1.346,1.247,0.507,2.144,2.558,4.726,16,"status=TRACK samples=495 drift=1.346m east=1.247m north=0.507m avg=2.144m rms=2.558m max=4.726m lat=22.786194000 lon=120.269680000 sat=12 hdop=0.64 alt=35.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=16"
14.560,TRACK,495,22.786194000,120.269680000,35.60,12,0.64,1.346,1.247,0.507,2.144,2.558,4.726,116,"status=TRACK samples=495 drift=1.346m east=1.247m north=0.507m avg=2.144m rms=2.558m max=4.726m lat=22.786194000 lon=120.269680000 sat=12 hdop=0.64 alt=35.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=116"
14.671,TRACK,495,22.786194000,120.269680000,35.60,12,0.64,1.346,1.247,0.507,2.144,2.558,4.726,216,"status=TRACK samples=495 drift=1.346m east=1.247m north=0.507m avg=2.144m rms=2.558m max=4.726m lat=22.786194000 lon=120.269680000 sat=12 hdop=0.64 alt=35.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=216"
14.768,TRACK,495,22.786194000,120.269680000,35.60,12,0.64,1.346,1.247,0.507,2.144,2.558,4.726,316,"status=TRACK samples=495 drift=1.346m east=1.247m north=0.507m avg=2.144m rms=2.558m max=4.726m lat=22.786194000 lon=120.269680000 sat=12 hdop=0.64 alt=35.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=316"
14.864,TRACK,495,22.786194000,120.269680000,35.60,12,0.64,1.346,1.247,0.507,2.144,2.558,4.726,416,"status=TRACK samples=495 drift=1.346m east=1.247m north=0.507m avg=2.144m rms=2.558m max=4.726m lat=22.786194000 lon=120.269680000 sat=12 hdop=0.64 alt=35.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=416"
14.962,TRACK,495,22.786194000,120.269680000,35.60,12,0.64,1.346,1.247,0.507,2.144,2.558,4.726,516,"status=TRACK samples=495 drift=1.346m east=1.247m north=0.507m avg=2.144m rms=2.558m max=4.726m lat=22.786194000 lon=120.269680000 sat=12 hdop=0.64 alt=35.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=516"
15.060,TRACK,495,22.786194000,120.269680000,35.60,12,0.64,1.346,1.247,0.507,2.144,2.558,4.726,616,"status=TRACK samples=495 drift=1.346m east=1.247m north=0.507m avg=2.144m rms=2.558m max=4.726m lat=22.786194000 lon=120.269680000 sat=12 hdop=0.64 alt=35.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=616"
15.164,TRACK,495,22.786194000,120.269680000,35.60,12,0.64,1.346,1.247,0.507,2.144,2.558,4.726,716,"status=TRACK samples=495 drift=1.346m east=1.247m north=0.507m avg=2.144m rms=2.558m max=4.726m lat=22.786194000 lon=120.269680000 sat=12 hdop=0.64 alt=35.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=716"
15.264,TRACK,495,22.786194000,120.269680000,35.60,12,0.64,1.346,1.247,0.507,2.144,2.558,4.726,816,"status=TRACK samples=495 drift=1.346m east=1.247m north=0.507m avg=2.144m rms=2.558m max=4.726m lat=22.786194000 lon=120.269680000 sat=12 hdop=0.64 alt=35.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=816"
15.362,TRACK,495,22.786194000,120.269680000,35.60,12,0.64,1.346,1.247,0.507,2.144,2.558,4.726,916,"status=TRACK samples=495 drift=1.346m east=1.247m north=0.507m avg=2.144m rms=2.558m max=4.726m lat=22.786194000 lon=120.269680000 sat=12 hdop=0.64 alt=35.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=916"
15.461,TRACK,495,22.786194000,120.269680000,35.60,12,0.64,1.346,1.247,0.507,2.144,2.558,4.726,1016,"status=TRACK samples=495 drift=1.346m east=1.247m north=0.507m avg=2.144m rms=2.558m max=4.726m lat=22.786194000 lon=120.269680000 sat=12 hdop=0.64 alt=35.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=1016"
15.569,TRACK,495,22.786194000,120.269680000,35.60,12,0.64,1.346,1.247,0.507,2.144,2.558,4.726,1116,"status=TRACK samples=495 drift=1.346m east=1.247m north=0.507m avg=2.144m rms=2.558m max=4.726m lat=22.786194000 lon=120.269680000 sat=12 hdop=0.64 alt=35.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=1116"
15.669,TRACK,497,22.786194167,120.269679667,35.50,12,0.66,1.322,1.213,0.525,2.141,2.554,4.726,31,"status=TRACK samples=497 drift=1.322m east=1.213m north=0.525m avg=2.141m rms=2.554m max=4.726m lat=22.786194167 lon=120.269679667 sat=12 hdop=0.66 alt=35.50m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=31"
15.765,TRACK,498,22.786194167,120.269679667,35.50,12,0.66,1.322,1.213,0.525,2.140,2.552,4.726,84,"status=TRACK samples=498 drift=1.322m east=1.213m north=0.525m avg=2.140m rms=2.552m max=4.726m lat=22.786194167 lon=120.269679667 sat=12 hdop=0.66 alt=35.50m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=84"
15.865,TRACK,500,22.786194167,120.269679667,35.40,12,0.66,1.322,1.213,0.525,2.136,2.549,4.726,31,"status=TRACK samples=500 drift=1.322m east=1.213m north=0.525m avg=2.136m rms=2.549m max=4.726m lat=22.786194167 lon=120.269679667 sat=12 hdop=0.66 alt=35.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=31"
15.965,TRACK,502,22.786194000,120.269679667,35.40,12,0.66,1.314,1.213,0.507,2.133,2.545,4.726,26,"status=TRACK samples=502 drift=1.314m east=1.213m north=0.507m avg=2.133m rms=2.545m max=4.726m lat=22.786194000 lon=120.269679667 sat=12 hdop=0.66 alt=35.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=26"
16.060,TRACK,502,22.786194000,120.269679667,35.40,12,0.66,1.314,1.213,0.507,2.133,2.545,4.726,126,"status=TRACK samples=502 drift=1.314m east=1.213m north=0.507m avg=2.133m rms=2.545m max=4.726m lat=22.786194000 lon=120.269679667 sat=12 hdop=0.66 alt=35.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=126"
16.159,TRACK,504,22.786194000,120.269679667,35.40,12,0.66,1.314,1.213,0.507,2.130,2.541,4.726,71,"status=TRACK samples=504 drift=1.314m east=1.213m north=0.507m avg=2.130m rms=2.541m max=4.726m lat=22.786194000 lon=120.269679667 sat=12 hdop=0.66 alt=35.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=71"
16.270,TRACK,506,22.786194000,120.269679833,35.30,12,0.66,1.330,1.230,0.507,2.127,2.538,4.726,47,"status=TRACK samples=506 drift=1.330m east=1.230m north=0.507m avg=2.127m rms=2.538m max=4.726m lat=22.786194000 lon=120.269679833 sat=12 hdop=0.66 alt=35.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=47"
16.365,TRACK,508,22.786194000,120.269679833,35.20,12,0.66,1.330,1.230,0.507,2.123,2.534,4.726,33,"status=TRACK samples=508 drift=1.330m east=1.230m north=0.507m avg=2.123m rms=2.534m max=4.726m lat=22.786194000 lon=120.269679833 sat=12 hdop=0.66 alt=35.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=33"
16.463,TRACK,509,22.786193833,120.269680000,35.20,12,0.66,1.339,1.247,0.488,2.122,2.532,4.726,19,"status=TRACK samples=509 drift=1.339m east=1.247m north=0.488m avg=2.122m rms=2.532m max=4.726m lat=22.786193833 lon=120.269680000 sat=12 hdop=0.66 alt=35.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=19"
16.561,TRACK,510,22.786193833,120.269680000,35.10,12,0.66,1.339,1.247,0.488,2.120,2.530,4.726,86,"status=TRACK samples=510 drift=1.339m east=1.247m north=0.488m avg=2.120m rms=2.530m max=4.726m lat=22.786193833 lon=120.269680000 sat=12 hdop=0.66 alt=35.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=86"
16.661,TRACK,512,22.786193833,120.269680000,35.00,12,0.64,1.339,1.247,0.488,2.117,2.527,4.726,27,"status=TRACK samples=512 drift=1.339m east=1.247m north=0.488m avg=2.117m rms=2.527m max=4.726m lat=22.786193833 lon=120.269680000 sat=12 hdop=0.64 alt=35.00m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=27"
16.759,TRACK,514,22.786193833,120.269680167,34.90,12,0.64,1.355,1.264,0.488,2.114,2.523,4.726,35,"status=TRACK samples=514 drift=1.355m east=1.264m north=0.488m avg=2.114m rms=2.523m max=4.726m lat=22.786193833 lon=120.269680167 sat=12 hdop=0.64 alt=34.90m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=35"
16.870,TRACK,516,22.786193667,120.269680167,34.80,12,0.64,1.349,1.264,0.470,2.111,2.520,4.726,29,"status=TRACK samples=516 drift=1.349m east=1.264m north=0.470m avg=2.111m rms=2.520m max=4.726m lat=22.786193667 lon=120.269680167 sat=12 hdop=0.64 alt=34.80m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=29"
16.964,TRACK,518,22.786193667,120.269680333,34.70,12,0.64,1.364,1.281,0.470,2.108,2.516,4.726,37,"status=TRACK samples=518 drift=1.364m east=1.281m north=0.470m avg=2.108m rms=2.516m max=4.726m lat=22.786193667 lon=120.269680333 sat=12 hdop=0.64 alt=34.70m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=37"
17.060,TRACK,518,22.786193667,120.269680333,34.70,12,0.64,1.364,1.281,0.470,2.108,2.516,4.726,137,"status=TRACK samples=518 drift=1.364m east=1.281m north=0.470m avg=2.108m rms=2.516m max=4.726m lat=22.786193667 lon=120.269680333 sat=12 hdop=0.64 alt=34.70m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=137"
17.169,TRACK,518,22.786193667,120.269680333,34.70,12,0.64,1.364,1.281,0.470,2.108,2.516,4.726,237,"status=TRACK samples=518 drift=1.364m east=1.281m north=0.470m avg=2.108m rms=2.516m max=4.726m lat=22.786193667 lon=120.269680333 sat=12 hdop=0.64 alt=34.70m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=237"
17.266,TRACK,518,22.786193667,120.269680333,34.70,12,0.64,1.364,1.281,0.470,2.108,2.516,4.726,337,"status=TRACK samples=518 drift=1.364m east=1.281m north=0.470m avg=2.108m rms=2.516m max=4.726m lat=22.786193667 lon=120.269680333 sat=12 hdop=0.64 alt=34.70m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=337"
17.362,TRACK,518,22.786193667,120.269680333,34.70,12,0.64,1.364,1.281,0.470,2.108,2.516,4.726,437,"status=TRACK samples=518 drift=1.364m east=1.281m north=0.470m avg=2.108m rms=2.516m max=4.726m lat=22.786193667 lon=120.269680333 sat=12 hdop=0.64 alt=34.70m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=437"
17.468,TRACK,518,22.786193667,120.269680333,34.70,12,0.64,1.364,1.281,0.470,2.108,2.516,4.726,537,"status=TRACK samples=518 drift=1.364m east=1.281m north=0.470m avg=2.108m rms=2.516m max=4.726m lat=22.786193667 lon=120.269680333 sat=12 hdop=0.64 alt=34.70m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=537"
17.566,TRACK,518,22.786193667,120.269680333,34.70,12,0.64,1.364,1.281,0.470,2.108,2.516,4.726,637,"status=TRACK samples=518 drift=1.364m east=1.281m north=0.470m avg=2.108m rms=2.516m max=4.726m lat=22.786193667 lon=120.269680333 sat=12 hdop=0.64 alt=34.70m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=637"
17.667,TRACK,518,22.786193667,120.269680333,34.70,12,0.64,1.364,1.281,0.470,2.108,2.516,4.726,737,"status=TRACK samples=518 drift=1.364m east=1.281m north=0.470m avg=2.108m rms=2.516m max=4.726m lat=22.786193667 lon=120.269680333 sat=12 hdop=0.64 alt=34.70m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=737"
17.766,TRACK,518,22.786193667,120.269680333,34.70,12,0.64,1.364,1.281,0.470,2.108,2.516,4.726,837,"status=TRACK samples=518 drift=1.364m east=1.281m north=0.470m avg=2.108m rms=2.516m max=4.726m lat=22.786193667 lon=120.269680333 sat=12 hdop=0.64 alt=34.70m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=837"
17.865,TRACK,518,22.786193667,120.269680333,34.70,12,0.64,1.364,1.281,0.470,2.108,2.516,4.726,937,"status=TRACK samples=518 drift=1.364m east=1.281m north=0.470m avg=2.108m rms=2.516m max=4.726m lat=22.786193667 lon=120.269680333 sat=12 hdop=0.64 alt=34.70m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=937"
17.962,TRACK,520,22.786193667,120.269680000,34.60,12,0.64,1.332,1.247,0.470,2.106,2.513,4.726,33,"status=TRACK samples=520 drift=1.332m east=1.247m north=0.470m avg=2.106m rms=2.513m max=4.726m lat=22.786193667 lon=120.269680000 sat=12 hdop=0.64 alt=34.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=33"
18.060,TRACK,521,22.786193667,120.269680000,34.60,12,0.64,1.332,1.247,0.470,2.104,2.511,4.726,6,"status=TRACK samples=521 drift=1.332m east=1.247m north=0.470m avg=2.104m rms=2.511m max=4.726m lat=22.786193667 lon=120.269680000 sat=12 hdop=0.64 alt=34.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=6"
18.160,TRACK,522,22.786193667,120.269680000,34.60,12,0.64,1.332,1.247,0.470,2.103,2.509,4.726,78,"status=TRACK samples=522 drift=1.332m east=1.247m north=0.470m avg=2.103m rms=2.509m max=4.726m lat=22.786193667 lon=120.269680000 sat=12 hdop=0.64 alt=34.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=78"
18.269,TRACK,522,22.786193667,120.269680000,34.60,12,0.64,1.332,1.247,0.470,2.103,2.509,4.726,178,"status=TRACK samples=522 drift=1.332m east=1.247m north=0.470m avg=2.103m rms=2.509m max=4.726m lat=22.786193667 lon=120.269680000 sat=12 hdop=0.64 alt=34.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=178"
18.368,TRACK,522,22.786193667,120.269680000,34.60,12,0.64,1.332,1.247,0.470,2.103,2.509,4.726,278,"status=TRACK samples=522 drift=1.332m east=1.247m north=0.470m avg=2.103m rms=2.509m max=4.726m lat=22.786193667 lon=120.269680000 sat=12 hdop=0.64 alt=34.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=278"
18.459,TRACK,523,22.786193667,120.269679833,34.60,12,0.64,1.316,1.230,0.470,2.101,2.508,4.726,26,"status=TRACK samples=523 drift=1.316m east=1.230m north=0.470m avg=2.101m rms=2.508m max=4.726m lat=22.786193667 lon=120.269679833 sat=12 hdop=0.64 alt=34.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=26"
18.559,TRACK,524,22.786193667,120.269679833,34.60,12,0.64,1.316,1.230,0.470,2.100,2.506,4.726,86,"status=TRACK samples=524 drift=1.316m east=1.230m north=0.470m avg=2.100m rms=2.506m max=4.726m lat=22.786193667 lon=120.269679833 sat=12 hdop=0.64 alt=34.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=86"
18.668,TRACK,526,22.786193667,120.269680000,34.60,12,0.64,1.332,1.247,0.470,2.097,2.503,4.726,54,"status=TRACK samples=526 drift=1.332m east=1.247m north=0.470m avg=2.097m rms=2.503m max=4.726m lat=22.786193667 lon=120.269680000 sat=12 hdop=0.64 alt=34.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=54"
18.768,TRACK,528,22.786193667,120.269679833,34.50,12,0.64,1.316,1.230,0.470,2.094,2.499,4.726,30,"status=TRACK samples=528 drift=1.316m east=1.230m north=0.470m avg=2.094m rms=2.499m max=4.726m lat=22.786193667 lon=120.269679833 sat=12 hdop=0.64 alt=34.50m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=30"
18.866,TRACK,530,22.786193667,120.269680000,34.50,12,0.64,1.332,1.247,0.470,2.091,2.496,4.726,25,"status=TRACK samples=530 drift=1.332m east=1.247m north=0.470m avg=2.091m rms=2.496m max=4.726m lat=22.786193667 lon=120.269680000 sat=12 hdop=0.64 alt=34.50m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=25"
18.963,TRACK,532,22.786193500,120.269680000,34.40,12,0.64,1.326,1.247,0.451,2.088,2.492,4.726,32,"status=TRACK samples=532 drift=1.326m east=1.247m north=0.451m avg=2.088m rms=2.492m max=4.726m lat=22.786193500 lon=120.269680000 sat=12 hdop=0.64 alt=34.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=32"
19.061,TRACK,532,22.786193500,120.269680000,34.40,12,0.64,1.326,1.247,0.451,2.088,2.492,4.726,132,"status=TRACK samples=532 drift=1.326m east=1.247m north=0.451m avg=2.088m rms=2.492m max=4.726m lat=22.786193500 lon=120.269680000 sat=12 hdop=0.64 alt=34.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=132"
19.171,TRACK,534,22.786193667,120.269680000,34.40,12,0.67,1.332,1.247,0.470,2.085,2.489,4.726,69,"status=TRACK samples=534 drift=1.332m east=1.247m north=0.470m avg=2.085m rms=2.489m max=4.726m lat=22.786193667 lon=120.269680000 sat=12 hdop=0.67 alt=34.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=69"
19.268,TRACK,536,22.786193667,120.269680000,34.40,12,0.64,1.332,1.247,0.470,2.082,2.486,4.726,45,"status=TRACK samples=536 drift=1.332m east=1.247m north=0.470m avg=2.082m rms=2.486m max=4.726m lat=22.786193667 lon=120.269680000 sat=12 hdop=0.64 alt=34.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=45"
19.366,TRACK,536,22.786193667,120.269680000,34.40,12,0.64,1.332,1.247,0.470,2.082,2.486,4.726,145,"status=TRACK samples=536 drift=1.332m east=1.247m north=0.470m avg=2.082m rms=2.486m max=4.726m lat=22.786193667 lon=120.269680000 sat=12 hdop=0.64 alt=34.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=145"
19.464,TRACK,536,22.786193667,120.269680000,34.40,12,0.64,1.332,1.247,0.470,2.082,2.486,4.726,245,"status=TRACK samples=536 drift=1.332m east=1.247m north=0.470m avg=2.082m rms=2.486m max=4.726m lat=22.786193667 lon=120.269680000 sat=12 hdop=0.64 alt=34.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=245"
19.561,TRACK,536,22.786193667,120.269680000,34.40,12,0.64,1.332,1.247,0.470,2.082,2.486,4.726,345,"status=TRACK samples=536 drift=1.332m east=1.247m north=0.470m avg=2.082m rms=2.486m max=4.726m lat=22.786193667 lon=120.269680000 sat=12 hdop=0.64 alt=34.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=345"
19.660,TRACK,536,22.786193667,120.269680000,34.40,12,0.64,1.332,1.247,0.470,2.082,2.486,4.726,445,"status=TRACK samples=536 drift=1.332m east=1.247m north=0.470m avg=2.082m rms=2.486m max=4.726m lat=22.786193667 lon=120.269680000 sat=12 hdop=0.64 alt=34.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=445"
19.760,TRACK,536,22.786193667,120.269680000,34.40,12,0.64,1.332,1.247,0.470,2.082,2.486,4.726,545,"status=TRACK samples=536 drift=1.332m east=1.247m north=0.470m avg=2.082m rms=2.486m max=4.726m lat=22.786193667 lon=120.269680000 sat=12 hdop=0.64 alt=34.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=545"
19.858,TRACK,536,22.786193667,120.269680000,34.40,12,0.64,1.332,1.247,0.470,2.082,2.486,4.726,645,"status=TRACK samples=536 drift=1.332m east=1.247m north=0.470m avg=2.082m rms=2.486m max=4.726m lat=22.786193667 lon=120.269680000 sat=12 hdop=0.64 alt=34.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=645"
19.967,TRACK,536,22.786193667,120.269680000,34.40,12,0.64,1.332,1.247,0.470,2.082,2.486,4.726,745,"status=TRACK samples=536 drift=1.332m east=1.247m north=0.470m avg=2.082m rms=2.486m max=4.726m lat=22.786193667 lon=120.269680000 sat=12 hdop=0.64 alt=34.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=745"
20.064,TRACK,536,22.786193667,120.269680000,34.40,12,0.64,1.332,1.247,0.470,2.082,2.486,4.726,845,"status=TRACK samples=536 drift=1.332m east=1.247m north=0.470m avg=2.082m rms=2.486m max=4.726m lat=22.786193667 lon=120.269680000 sat=12 hdop=0.64 alt=34.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=845"
20.164,TRACK,536,22.786193667,120.269680000,34.40,12,0.64,1.332,1.247,0.470,2.082,2.486,4.726,945,"status=TRACK samples=536 drift=1.332m east=1.247m north=0.470m avg=2.082m rms=2.486m max=4.726m lat=22.786193667 lon=120.269680000 sat=12 hdop=0.64 alt=34.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=945"
20.264,TRACK,536,22.786193667,120.269680000,34.40,12,0.64,1.332,1.247,0.470,2.082,2.486,4.726,1045,"status=TRACK samples=536 drift=1.332m east=1.247m north=0.470m avg=2.082m rms=2.486m max=4.726m lat=22.786193667 lon=120.269680000 sat=12 hdop=0.64 alt=34.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=1045"
